airline_name,overall_score,review_title,reviewer_country,review_date,aircraft_model,travel_type,seat_type,route,date_flown,seat_comfort_rating,service_rating,food_rating,entertainment_rating,groundservice_rating,wifi_rating,value_rating,recommended,year,month
air-france,2,Air France needs a wake up call, Venezuela ,2017-01-11,A380,Business,First Class,HKG to CDG,December 2016,2,2,2,1,5,0,1,0,2017,1
air-france,2,a truly regrettable service, Venezuela ,2017-01-11,,Couple Leisure,Economy Class,Madrid to Washington via Paris,January 2017,1,3,3,3,1,2,1,0,2017,1
air-france,4,I won't fly Air France again, Venezuela ,2017-01-10,Boeing 777-300,Couple Leisure,Economy Class,BKK to CDG,January 2017,1,1,2,2,2,0,2,0,2017,1
air-france,2,doesn't care about their clients, Venezuela ,2017-01-10,Boeing 777-300ER,Business,Business Class,LAX to CDG,January 2017,4,1,2,5,1,1,1,0,2017,1
air-france,1,the food was terrible, Venezuela ,2017-01-09,,Solo Leisure,Economy Class,GRU to CDG,January 2017,2,1,1,2,2,0,1,0,2017,1
air-france,10,everything went just perfectly, Venezuela ,2017-01-06,Boeing 777-300 ER,Family Leisure,Economy Class,CDG to DXB,January 2017,5,5,5,5,3,0,5,1,2017,1
air-france,1,there was no apology, Venezuela ,2017-01-04,,Couple Leisure,Economy Class,IKA to YYZ,January 2017,2,3,3,3,1,1,1,0,2017,1
air-france,7,seat itself is comfortable, Venezuela ,2017-01-04,Boeing 777-300ER (Caribbean Layout),Couple Leisure,Premium Economy,CDG to CUN,November 2016,4,4,3,4,4,0,3,0,2017,1
air-france,8,enjoyed my first experience with Air France, Venezuela ,2017-01-01,A319 / A318,Couple Leisure,Economy Class,LHR to WAW via CDG,December 2016,3,4,5,0,3,0,4,1,2017,1
air-france,3,very disappointing experience, United States ,2016-11-24,A380,Solo Leisure,Business Class,CDG to LAX,November 2016,3,2,1,1,4,0,3,0,2016,11
air-france,9,I was not disappointed, United States ,2016-11-22,A380,Solo Leisure,Economy Class,JFK to CDG,November 2016,4,5,5,5,4,0,4,1,2016,11
air-france,7,flawless flight, United States ,2016-11-21,A319,Family Leisure,Economy Class,IST to CDG,November 2016,3,3,4,3,3,0,4,1,2016,11
air-france,9,very pleasant flights, United States ,2016-11-18,A330-200,Couple Leisure,Economy Class,CDG to IAH,November 2016,4,5,4,4,5,0,5,1,2016,11
air-france,7,nice entertainment system, United States ,2016-11-15,,Couple Leisure,Economy Class,CUN to CDG,November 2016,3,4,2,4,4,0,3,1,2016,11
air-france,7,a solution of good value, United States ,2016-11-13,Boeing 777-300,Business,Premium Economy,YYZ to CDG,November 2016,3,1,1,0,2,0,4,1,2016,11
air-france,1,transfer at Paris CDG horrible, United States ,2016-11-08,A340-300,Couple Leisure,Economy Class,SXM to VCE via CDG,November 2016,3,2,1,2,3,0,3,0,2016,11
air-france,1,Air France managed to ruin it, United States ,2016-11-06,,Family Leisure,Economy Class,AMS to MRS,August 2016,3,3,4,0,1,0,1,0,2016,11
air-france,4,with almost no service, United States ,2016-11-03,Boeing 777-300ER,Couple Leisure,Economy Class,AMS to LIM via CDG,August 2016,3,1,2,4,5,0,4,0,2016,11
air-france,7,no bags showed up, United States ,2016-11-01,"Boeing 777-200, Boeing 777-300",Business,Business Class,BHM to DXB via ATL & CDG,October 2016,4,4,4,4,2,0,4,1,2016,11
air-france,2,seats were very uncomfortable, Greece ,2016-12-29,,Couple Leisure,Economy Class,ATH to HAV via CDG,December 2016,1,1,3,3,3,0,2,0,2016,12
air-france,6,service was far below that of some other airlines, Greece ,2016-12-28,,Couple Leisure,Economy Class,DEL to FCO via CDG,November 2016,3,2,2,2,3,2,4,0,2016,12
air-france,5,selection of movies is limited, Greece ,2016-12-21,Boeing 777-300ER / A321 / A320,Couple Leisure,Economy Class,PUJ to PRG via CDG,December 2016,4,3,3,1,2,0,3,1,2016,12
air-france,10,finest 1st class service, Greece ,2016-12-14,Boeing 777-300ER,Solo Leisure,First Class,CDG to HND,December 2016,5,5,5,0,5,0,5,1,2016,12
air-france,8,seats are comfortable and offer a lot of privacy, Greece ,2016-12-10,A320 and Boeing 777,Business,Business Class,AMS to DXB via CDG,December 2016,4,3,4,4,3,0,4,1,2016,12
air-france,10,overall experience was excellent, Greece ,2016-12-10,Boeing 777-300 ER,Business,Business Class,AMS to DXB via CDG,December 2016,5,5,5,3,5,0,4,1,2016,12
air-france,2,truly shocked at how bad AF are, Greece ,2016-12-05,Boeing 777,Couple Leisure,Economy Class,ORY to PTP,November 2016,1,1,3,2,1,0,1,0,2016,12
air-france,8,would use them again, Greece ,2016-12-04,A320,Couple Leisure,Economy Class,FCO to CDG,February 2016,4,5,4,0,5,0,3,1,2016,12
air-france,1,no courtesy for their customer, Greece ,2016-11-30,,Business,Premium Economy,CDG to DTW,November 2016,3,1,2,3,1,3,1,0,2016,11
air-france,1,no greeting at the entrance, Greece ,2016-11-30,Embraer RJ-170,Solo Leisure,Business Class,CDG to BRE,November 2016,1,1,1,0,1,0,1,0,2016,11
air-france,7,the plane was very dirty, Germany ,2016-10-29,,Business,Economy Class,SXB to ATH via CDG,October 2016,4,5,5,0,1,0,4,1,2016,10
air-france,9,flight attendants outstanding, Germany ,2016-10-29,Boeing 777-200,Couple Leisure,Economy Class,CDG to YVR,October 2016,4,5,5,4,5,0,5,1,2016,10
air-france,9,I recommend Air France, Germany ,2016-10-24,A340-300,Solo Leisure,Economy Class,CDG to BOG,August 2016,3,5,5,4,5,0,5,1,2016,10
air-france,7,cabin staff highly professional, Germany ,2016-10-21,Boeing 777,Business,Economy Class,JFK to BOD via ORY,October 2016,3,2,3,3,4,0,3,1,2016,10
air-france,4,ditch the horrible shell seats, Germany ,2016-10-16,Boeing 777-300ER,Couple Leisure,Premium Economy,FLR to LAX via CDG,October 2016,1,2,4,4,4,0,3,0,2016,10
air-france,7,cabin service is good, Germany ,2016-10-11,Boeing 777-300,Solo Leisure,Business Class,GRU to CDG,August 2016,3,4,4,3,3,0,3,1,2016,10
air-france,8,I had a great experience, Germany ,2016-10-09,,Family Leisure,Economy Class,BOS to CDG,October 2016,2,4,3,4,4,0,4,1,2016,10
air-france,9,the staff were first rate, Germany ,2016-10-02,Boeing 777-300,Business,Premium Economy,PUJ to MAN via CDG,September 2016,3,5,4,4,5,0,5,1,2016,10
air-france,4,cabin crew were indifferent, Germany ,2016-09-30,Boeing 777-300 ER,Solo Leisure,Economy Class,BKK to MAN via CDG,September 2016,3,2,2,0,4,0,4,0,2016,9
air-france,9,food was the best I have had, Germany ,2016-09-28,Boeing 777,Solo Leisure,Economy Class,CDG to SFO,August 2016,4,4,5,5,4,0,5,1,2016,9
air-france,5,not book AF for long-haul again, Germany ,2016-08-18,A330-200,Couple Leisure,Business Class,BOM to CDG,August 2016,3,3,2,3,5,0,3,0,2016,8
air-france,9,still very satisfied with Air France, Germany ,2016-08-15,Boeing 777,Business,Economy Class,BCN to HKG via CDG,August 2016,4,5,3,5,4,0,4,1,2016,8
air-france,3,one of the most uncomfortable, Germany ,2016-08-15,A380,Couple Leisure,Economy Class,IAD to DUB via CDG,August 2016,1,1,1,1,3,0,4,0,2016,8
air-france,9,enjoyed all four flights, Germany ,2016-08-14,Boeing 777,Couple Leisure,Business Class,MAN to MRU via CDG,July 2016,4,5,5,3,4,0,4,1,2016,8
air-france,9,experience was exceptional, Germany ,2016-08-14,A380 / Boeing 777-300er,Family Leisure,Economy Class,TLS to JFK via CDG,August 2016,4,3,3,4,4,0,4,1,2016,8
air-france,2,lost our luggage in Dublin, Germany ,2016-08-05,,Couple Leisure,Economy Class,DUB to ZRH via CDG,August 2016,3,2,3,0,1,0,2,0,2016,8
air-france,1,we were left standing alone, Germany ,2016-07-31,,Family Leisure,First Class,LAX to CDG,July 2016,4,1,2,2,1,0,1,0,2016,7
air-france,4,after 20 days no reply, Germany ,2016-07-29,,Solo Leisure,Economy Class,CDG to TLS,July 2016,3,3,1,0,1,0,2,0,2016,7
air-france,4,would not recommend this airline, Germany ,2016-07-24,A340,Couple Leisure,Economy Class,JFK to TXL via CDG,July 2016,4,2,4,5,1,0,3,0,2016,7
air-france,9,cabin was pleasant, Germany ,2016-07-22,A340,Business,Business Class,MSP to CDG,July 2016,4,5,5,0,4,0,5,1,2016,7
air-france,10,nothing could have been better, France ,2016-07-19,Boeing 777,Solo Leisure,Business Class,ICN to CDG,June 2016,5,5,5,5,4,0,5,1,2016,7
air-france,7,Good side: Price of ticket, France ,2016-07-18,,Solo Leisure,Economy Class,LHR to BKK via CDG,July 2016,4,5,2,3,5,0,5,1,2016,7
air-france,2,neither movie monitor worked, France ,2016-07-16,A380,Couple Leisure,Premium Economy,LAX to CDG,May 2016,1,2,3,1,3,0,1,0,2016,7
air-france,3,did not fail to disappoint, France ,2016-07-15,Boeing 777-300,Solo Leisure,Business Class,YYZ to CDG,June 2016,3,1,1,2,1,0,4,0,2016,7
air-france,8,"food quite good, wine always superb", France ,2016-07-14,,Business,Premium Economy,BCN to CAN via CDG,December 2015,4,5,5,5,3,0,4,1,2016,7
air-france,10,one of the best experiences so far, France ,2016-07-13,,Solo Leisure,Economy Class,CDG to JFK,June 2016,5,5,5,5,5,0,5,1,2016,7
air-france,8,Bon voyage with Air France, France ,2016-07-10,A320 / A321,Solo Leisure,Economy Class,WAW to CDG,March 2016,3,5,4,3,4,0,4,1,2016,7
air-france,7,catering was average, France ,2016-07-10,Avro RJ-85 and A330-200,Business,Economy Class,STR to ORD,June 2016,2,4,3,2,4,0,5,1,2016,7
air-france,10,airline never disappoints me, France ,2016-07-09,Boeing 777-300,Couple Leisure,Business Class,MRS to YYZ via CDG,June 2016,5,5,5,5,5,0,5,1,2016,7
air-france,8,good service onboard, France ,2016-07-04,,Business,Premium Economy,VIE to SFO via CDG,February 2016,4,4,5,4,2,3,4,1,2016,7
air-france,4,never fly Air France again, Netherlands ,2016-03-30,A330,Business,Business Class,BOM to AMS via CDG,March 2016,3,1,0,1,4,0,2,0,2016,3
air-france,9,I am a very happy customer, Netherlands ,2016-03-28,,Solo Leisure,Premium Economy,MAN to JNB via CDG,January 2016,4,4,5,5,4,3,3,1,2016,3
air-france,4,should look at the competitors, Netherlands ,2016-03-27,,Business,Economy Class,BOD to CDG,March 2016,3,3,3,4,4,0,1,1,2016,3
air-france,10,one of the best long haul flights, Netherlands ,2016-03-19,Boeing 777,Couple Leisure,Business Class,HAV to LHR via CDG,March 2016,5,5,4,5,5,5,5,1,2016,3
air-france,10,offers the best service, Netherlands ,2016-03-12,A340-300,Couple Leisure,Premium Economy,BOG to CDG,February 2016,4,4,4,4,4,0,5,1,2016,3
air-france,7,food was pretty good, Netherlands ,2016-03-12,A340-300,Couple Leisure,Economy Class,CDG to BOG,February 2016,4,4,4,2,4,0,5,1,2016,3
air-france,10,the flight was great, Netherlands ,2016-03-12,Boeing 777-300ER,Family Leisure,Premium Economy,CDG to FDF,March 2016,5,5,5,5,5,5,5,1,2016,3
air-france,9,like to thank the crew, Netherlands ,2016-03-12,Boeing 777,Couple Leisure,Economy Class,PTP to GVA via CDG,March 2016,3,5,3,3,4,0,5,1,2016,3
air-france,10,flight to Paris was wonderful, Netherlands ,2016-03-10,,Solo Leisure,Economy Class,GRU to CDG,March 2016,5,5,5,0,5,0,5,1,2016,3
air-france,3,Ground crew helpful, Netherlands ,2016-03-05,ATR72,Business,Economy Class,TLS to MRS,February 2016,3,1,1,0,4,0,1,0,2016,3
air-france,3,I wasn't too happy, United States ,2016-07-02,A380,Family Leisure,Business Class,CDG to LAX,June 2016,3,1,1,2,3,2,2,0,2016,7
air-france,9,food very sophisticated, United States ,2016-06-24,Boeing 777-300,Couple Leisure,Business Class,CDG to KIX,April 2016,5,4,2,3,5,0,5,1,2016,6
air-france,8,staff very polite and attentive, United States ,2016-06-23,A318,Solo Leisure,Business Class,CDG to LIN,April 2016,5,5,4,0,4,0,4,1,2016,6
air-france,6,onboard service is accurate but not meticulous, United States ,2016-06-23,Boeing 777,Solo Leisure,Business Class,EZE to CDG,April 2016,4,3,4,5,4,0,3,0,2016,6
air-france,6,service was quick and methodic, United States ,2016-06-20,A380,Couple Leisure,Business Class,HKG to CDG,May 2016,2,3,4,3,5,0,3,1,2016,6
air-france,5,pretty shameful catering, United States ,2016-06-19,A340,Couple Leisure,Economy Class,SXM to BUD via CDG,June 2016,3,4,1,4,4,0,3,0,2016,6
air-france,10,catering was amazing, United States ,2016-06-18,A380,Couple Leisure,First Class,CDG to IAD,June 2016,5,5,5,4,5,0,4,1,2016,6
air-france,10,service was excellent, United States ,2016-06-11,A318,Family Leisure,Economy Class,LED to GOA via CDG,August 2015,5,5,5,4,4,0,5,1,2016,6
air-france,4,embarrassment to French baking, United States ,2016-06-10,A380,Couple Leisure,First Class,IAD to CDG,June 2016,5,5,1,2,5,0,2,1,2016,6
air-france,10,catering was outstanding, United States ,2016-05-31,Boeing 777-300er,Business,Business Class,CDG to PVG,May 2016,5,5,5,5,5,5,5,1,2016,5
air-france,1,pay a penalty to upgrade, Spain ,2016-05-26,,Solo Leisure,Premium Economy,MAD to YYZ via CDG,May 2016,2,1,0,0,1,0,1,0,2016,5
air-france,10,recommend Air France, Spain ,2016-05-25,,Business,Economy Class,JFK to CDG,May 2016,5,5,5,5,5,5,5,1,2016,5
air-france,4,gap between meals and snacks, Spain ,2016-05-20,Boeing 777,Couple Leisure,Premium Economy,CDG to BKK,April 2016,4,2,2,4,4,0,4,0,2016,5
air-france,8,really nice short flights, Spain ,2016-05-17,A318,Couple Leisure,Economy Class,CDG to FLR,April 2016,4,5,4,0,5,0,4,1,2016,5
air-france,9,onboard service was friendly, Spain ,2016-05-13,Boeing 777-300 ER,Couple Leisure,Premium Economy,CDG to HAV,May 2016,4,5,5,3,4,0,3,1,2016,5
air-france,4,"IFE old, low resolution", Spain ,2016-05-05,A330,Solo Leisure,Economy Class,DEL to BHX via CDG,April 2016,2,3,1,2,4,0,2,0,2016,5
air-france,1,completely uncomfortable, Spain ,2016-05-04,,Business,Economy Class,IST to SFO via CDG,May 2016,1,1,1,2,1,1,1,0,2016,5
air-france,7,okay for a short flight, Spain ,2016-05-04,A320,Solo Leisure,Economy Class,SOF to CDG,September 2015,3,3,4,0,4,0,4,1,2016,5
air-france,1,A380 inside looked old, Spain ,2016-04-29,A380,Business,Economy Class,CDG to SFO,April 2016,2,1,1,2,1,0,1,0,2016,4
air-france,2,typical AF experience, Spain ,2016-04-29,,Business,Economy Class,CDG to GVA,April 2016,2,1,1,0,1,0,2,0,2016,4
air-france,2,berated me loudly, United Kingdom ,2016-04-25,,Family Leisure,Economy Class,JNB to CDG,April 2016,3,1,1,3,3,0,3,0,2016,4
air-france,4,family unfriendly, United Kingdom ,2016-04-19,A380,Family Leisure,Economy Class,HKG to CDG,April 2016,4,3,4,2,1,0,3,0,2016,4
air-france,9,didn't have any issues, United Kingdom ,2016-04-11,,Couple Leisure,Economy Class,TXL to CDG,January 2016,4,5,4,0,3,0,4,1,2016,4
air-france,8,economy seats in business class, United Kingdom ,2016-04-08,,Solo Leisure,Business Class,WAW to CDG,February 2016,1,3,1,1,5,1,5,1,2016,4
air-france,1,Twitter best way to contact Air France, United Kingdom ,2016-04-08,A380,Solo Leisure,Economy Class,LHR to PVG via CDG,March 2016,1,1,2,3,1,0,1,0,2016,4
air-france,10,friendly and professional, United Kingdom ,2016-04-07,,Solo Leisure,Economy Class,IST to LHR via CDG,February 2016,5,5,5,0,4,0,5,1,2016,4
air-france,8,no longer on par with Lufthansa, United Kingdom ,2016-04-07,A380 / Boeing 777-200,Solo Leisure,Economy Class,JFK to CDG,April 2016,2,4,3,3,4,0,4,1,2016,4
air-france,2,"lazy, inattentive cabin crew", United Kingdom ,2016-04-06,Boeing 777,Solo Leisure,Business Class,BKK to LHR via CDG,April 2016,2,1,1,0,4,0,2,0,2016,4
air-france,6,would fly Air France again, United Kingdom ,2016-04-06,A321,Family Leisure,Economy Class,ATH to CDG,April 2016,3,4,4,0,4,0,3,1,2016,4
air-france,5,lack of explanations really bad, United Kingdom ,2016-03-30,Boeing 777-300ER / A340-300,Family Leisure,Business Class,DXB to DTW via CDG,March 2016,3,5,4,5,1,3,2,1,2016,3
air-france,3,never able to use shower, Spain ,2016-02-04,,Business,Business Class,JNB to VLC via CDG,February 2016,1,4,3,1,1,1,1,0,2016,2
air-france,9,outstanding example of customer satisfaction, Spain ,2016-01-31,A319,Solo Leisure,Economy Class,IST to CDG,January 2016,4,4,5,0,5,0,5,1,2016,1
air-france,7,good value for money, Spain ,2016-01-30,Boeing 777-300ER,Business,Economy Class,SIN to CGK,January 2016,3,4,3,4,4,0,5,1,2016,1
air-france,10,food was great, Spain ,2016-01-30,Boeing 777-200,Solo Leisure,Economy Class,CDG to HND,December 2015,4,5,4,4,4,0,5,1,2016,1
air-france,6,astonishingly poor service, Spain ,2016-01-25,,Couple Leisure,Economy Class,BKK to LHR via CDG,January 2016,3,2,3,3,3,0,3,0,2016,1
air-france,9,had a great experience, Spain ,2016-01-25,Boeing 777-300ER / A320,Solo Leisure,Economy Class,JFK to TXL via CDG,January 2016,3,5,5,4,5,0,4,1,2016,1
air-france,1,staff were very rude, Spain ,2016-01-22,,Solo Leisure,Economy Class,DEL to DTW via CDG,December 2015,1,1,2,2,1,0,1,0,2016,1
air-france,8,friendly crew members , Spain ,2016-01-18,Avro RJ85,Couple Leisure,Economy Class,CDG to NCL,January 2016,4,4,4,0,4,0,4,1,2016,1
air-france,1,not fly with them again, Spain ,2016-01-17,,Family Leisure,Economy Class,MAN to CDG,December 2015,1,4,4,2,3,0,1,0,2016,1
air-france,10,absolutely perfect service, Spain ,2016-01-15,,Family Leisure,Economy Class,ATL to AGP via IAD/CDG,January 2016,5,5,5,5,5,0,5,1,2016,1
air-france,8,delayed flight, France ,2015-12-17,A321,Business,Economy Class,Bordeaux to Orly,December 2015,4,5,0,0,3,0,3,1,2015,12
air-france,8,beyond pleased with Air France, France ,2015-12-13,Boeing 747-400,Couple Leisure,Economy Class,CDG to YYZ,November 2015,4,5,5,4,4,0,5,1,2015,12
air-france,9,service really was perfect, France ,2015-12-09,A380,Couple Leisure,Business Class,Paris to San Francisco,August 2015,3,5,5,5,4,0,4,1,2015,12
air-france,1,missed connecting flight, France ,2015-12-06,,Couple Leisure,Economy Class,CPT to LHR via CDG,December 2015,2,3,0,0,1,0,2,0,2015,12
air-france,3,no explanations given, France ,2015-12-04,Boeing 777-200,Solo Leisure,Economy Class,Cape Town to Paris,December 2015,1,1,4,3,1,0,2,0,2015,12
air-france,10,was such a pleasure, France ,2015-12-02,A380,Couple Leisure,Economy Class,JFK to CDG,December 2015,5,5,5,5,5,5,5,1,2015,12
air-france,8,I felt very welcome on board, France ,2015-11-24,A319,Solo Leisure,Economy Class,Vienna to Paris,October 2015,2,5,4,0,1,0,3,1,2015,11
air-france,9,seats were comfortable, France ,2015-11-23,Boeing 777-300ER,Family Leisure,Premium Economy,MXP to YUL via CDG,July 2015,5,5,3,4,5,0,3,1,2015,11
air-france,7,would take this airline again, France ,2015-11-12,,Solo Leisure,Economy Class,SIN to FRA via CDG,September 2015,3,3,2,4,4,0,4,1,2015,11
air-france,9,every expectation of a business class fulfilled, France ,2015-11-08,Boeing 777-300,Solo Leisure,Business Class,Singapore to Jakarta,November 2015,5,5,4,4,4,0,4,1,2015,11
air-france,2,my screen did not work, United States ,2016-01-13,,Solo Leisure,Economy Class,MSP to BOM via CDG,January 2016,2,1,2,0,2,0,2,0,2016,1
air-france,7,service onboard above average, United States ,2016-01-12,A330 / A380 Boeing 777,Couple Leisure,Premium Economy,YVR to JNB via CDG,November 2015,4,3,3,3,2,0,5,1,2016,1
air-france,9,worth getting 5 stars, United States ,2016-01-06,Boeing 777,Solo Leisure,Business Class,SIN to CGK,December 2015,5,4,4,5,4,0,4,1,2016,1
air-france,8,my favourite to fly, United States ,2016-01-05,,Solo Leisure,Economy Class,SCL to EDI via CDG,September 2015,4,5,5,4,4,0,3,1,2016,1
air-france,9,improved attitude of crew, United States ,2016-01-05,A321,Solo Leisure,Economy Class,MRS to ORY,December 2015,4,5,5,0,5,0,5,1,2016,1
